,accommodates,bathrooms,bedrooms,beds,guests_included,availability_30,number_of_reviews,number_of_reviews_ltm,review_scores_cleanliness,review_scores_location,reviews_per_month,price,has_availability,host_response_rate,instant_bookable,cancellation_policy,security_deposit,host_is_superhost,host_name,host_location,host_neighbourhood,property_type,neighbourhood,host_verifications,host_response_time,room_type,extra_people,zipcode
0,4,1.0,1.0,1.0,2,11,0,0,10.0,10.0,1.46,80.0,0,1,1,3,0,0,238,125,31,1,1,124,2,0,8,59
1,3,1.0,1.0,1.0,2,12,3,1,10.0,8.0,0.03,75.0,0,1,1,3,0,0,238,125,31,1,1,124,2,0,0,59
2,6,1.5,2.0,2.0,4,23,0,0,10.0,10.0,1.46,135.0,0,1,1,3,0,0,238,125,31,1,7,124,2,0,8,59
3,6,1.0,2.0,2.0,4,20,2,0,10.0,8.0,0.02,120.0,0,1,1,3,0,0,238,125,31,1,7,124,2,0,8,59
4,6,2.0,3.0,5.0,2,4,347,16,10.0,9.0,3.04,51.0,0,1,1,3,57,0,34,415,2,1,0,31,3,0,17,49
5,5,2.0,2.0,5.0,1,18,25,6,10.0,10.0,0.3,200.0,0,1,1,4,46,0,403,125,32,1,1,130,3,0,0,24
6,2,1.0,1.0,1.0,1,3,114,14,10.0,10.0,1.01,70.0,0,1,1,3,0,0,1920,126,32,19,1,19,3,1,0,24
7,2,1.0,1.0,1.0,1,29,15,1,10.0,10.0,0.14,75.0,0,1,1,0,0,0,1148,125,12,1,2,50,3,2,20,30
8,4,2.0,2.0,4.0,1,14,16,7,10.0,9.0,0.14,89.0,0,1,1,4,21,1,338,126,39,1,13,124,2,0,0,26
9,2,1.0,1.0,1.0,2,4,494,41,10.0,10.0,4.44,80.0,0,1,1,3,0,1,617,125,39,2,13,55,3,1,0,26
10,2,0.0,1.0,2.0,2,24,49,1,9.0,10.0,0.44,65.0,0,1,0,4,0,0,1123,125,32,2,8,30,1,2,8,24
11,2,1.0,1.0,2.0,2,14,14,1,9.0,10.0,0.13,85.0,0,1,0,4,0,0,1123,125,32,2,8,30,1,2,8,24
12,3,1.0,0.0,1.0,1,0,33,0,10.0,10.0,0.36,63.0,0,1,1,4,0,0,1355,125,39,1,13,125,3,0,8,26
13,4,1.0,2.0,2.0,1,5,24,1,9.0,10.0,0.22,75.0,0,1,1,4,9,0,1355,125,39,1,13,125,3,0,1,26
14,2,1.0,1.0,1.0,1,0,2,0,8.0,9.0,0.02,113.0,0,1,1,3,46,0,181,126,37,1,11,122,3,0,0,22
15,3,1.0,1.0,2.0,2,0,1,0,8.0,10.0,0.01,95.0,0,1,1,3,59,0,181,126,37,1,11,122,3,0,8,22
16,2,1.0,1.0,1.0,2,0,7,0,9.0,10.0,0.11,90.0,0,1,1,3,46,0,181,126,37,1,1,122,3,0,0,22
17,4,1.0,1.0,2.0,2,2,256,31,10.0,10.0,2.36,125.0,0,1,1,3,0,1,1680,125,39,1,13,128,3,0,20,28
18,4,1.0,1.0,2.0,2,4,395,54,9.0,9.0,3.93,79.0,0,1,1,0,0,0,1856,125,14,1,3,38,3,0,8,55
19,2,1.0,1.0,1.0,2,6,81,4,10.0,10.0,0.74,78.0,0,1,1,3,0,0,1920,126,32,19,1,19,3,1,8,24
20,1,1.0,1.0,1.0,1,2,179,30,10.0,10.0,1.65,44.0,0,1,1,3,0,0,1920,126,32,19,8,19,3,1,8,24
21,3,1.0,1.0,2.0,2,7,33,12,10.0,10.0,0.32,91.0,0,1,1,3,0,0,1920,126,32,19,8,19,3,1,8,24
22,4,2.0,1.0,1.0,2,11,467,58,9.0,10.0,4.27,35.0,0,1,1,0,0,0,445,125,38,19,12,166,3,1,15,24
23,1,0.0,1.0,1.0,1,29,4,0,9.0,10.0,0.04,45.0,0,1,0,4,0,0,1123,125,32,7,1,30,1,2,15,24
24,5,2.0,1.0,5.0,2,5,186,37,9.0,9.0,1.82,73.0,0,1,1,0,0,0,1856,125,14,1,3,38,3,0,8,57
25,4,1.0,1.0,0.0,2,3,197,40,10.0,10.0,2.05,75.0,0,1,1,0,0,0,1856,125,14,1,3,38,3,0,8,55
26,4,1.0,1.0,2.0,2,4,22,0,10.0,10.0,0.2,149.0,0,1,1,3,0,0,436,125,30,1,1,122,3,0,0,22
27,6,1.0,2.0,3.0,6,7,8,1,10.0,10.0,0.08,149.0,0,1,1,3,0,0,436,125,30,1,1,122,3,0,0,22
28,6,1.0,2.0,3.0,6,7,22,0,9.0,10.0,0.21,139.0,0,1,1,3,0,0,436,125,30,1,1,122,3,0,0,22
29,4,1.0,1.0,1.0,2,7,101,8,10.0,10.0,0.97,75.0,0,1,0,4,40,0,561,125,38,1,1,124,3,0,40,24
30,3,1.0,1.0,2.0,1,12,146,25,10.0,10.0,1.43,48.0,0,1,1,0,0,1,287,125,2,2,0,124,3,1,15,39
31,4,1.0,1.0,2.0,2,1,68,11,10.0,10.0,0.69,95.0,0,1,1,4,33,1,701,125,28,1,1,35,3,0,1,20
32,8,2.0,3.0,3.0,6,6,70,17,10.0,10.0,0.72,185.0,0,1,1,4,46,1,701,125,28,1,13,35,3,0,40,28
33,4,1.0,1.0,4.0,2,9,138,17,10.0,10.0,1.36,90.0,0,1,1,4,40,0,561,125,38,1,8,124,3,0,40,24
34,4,1.5,2.0,2.0,2,17,83,3,10.0,10.0,0.81,87.0,0,1,1,3,0,0,1557,125,36,1,1,124,3,0,26,22
35,2,1.0,1.0,1.0,1,10,430,64,10.0,10.0,4.13,42.0,0,1,1,0,0,1,287,125,2,2,0,124,3,1,15,39
36,2,1.0,1.0,1.0,2,4,139,26,10.0,10.0,1.37,60.0,0,1,1,4,0,1,554,126,36,1,10,147,3,0,20,22
37,4,1.0,1.0,2.0,2,0,96,0,9.0,9.0,0.9,62.0,0,1,0,3,9,0,1370,125,2,1,0,33,2,0,47,39
38,3,1.0,1.0,2.0,2,0,30,0,10.0,10.0,0.3,120.0,0,1,0,3,0,0,1834,125,36,2,10,166,2,2,8,22
39,5,3.0,3.0,5.0,1,0,22,0,10.0,10.0,0.21,95.0,0,1,0,3,0,0,1370,125,2,1,1,33,2,0,8,22
40,7,2.0,2.0,4.0,1,0,130,0,10.0,10.0,1.3,85.0,0,1,0,3,33,0,1370,125,2,1,11,33,2,0,8,22
41,4,1.0,1.0,2.0,2,1,9,1,10.0,10.0,0.09,64.0,0,1,0,4,0,0,1826,125,28,1,1,124,3,0,40,22
42,3,1.0,1.0,2.0,3,24,3,0,9.0,9.0,0.05,99.0,0,1,0,4,0,0,1123,125,32,2,1,30,1,2,36,24
43,3,1.0,1.0,1.0,2,0,29,13,10.0,10.0,0.28,124.0,0,1,1,3,21,0,82,125,34,1,9,31,3,0,41,35
44,6,2.0,2.0,4.0,2,3,62,19,10.0,10.0,0.61,120.0,0,1,1,3,0,1,709,125,32,1,8,55,3,0,1,24
45,2,0.0,1.0,2.0,2,22,20,0,9.0,10.0,0.2,65.0,0,1,0,4,0,0,1123,125,32,2,8,30,1,2,8,24
46,2,1.0,1.0,2.0,2,25,15,0,9.0,10.0,0.15,85.0,0,1,0,4,0,0,1123,125,32,2,8,30,1,2,8,24
47,2,1.0,1.0,0.0,1,3,11,2,10.0,9.0,0.22,50.0,0,1,1,3,0,0,290,125,2,1,0,166,3,0,40,20
48,4,1.0,1.0,2.0,1,6,61,4,10.0,10.0,1.48,94.0,0,37,1,4,0,0,204,179,30,1,1,135,3,0,0,24
49,4,1.0,1.0,2.0,1,10,31,5,9.0,9.0,0.3,59.0,0,1,1,3,33,0,438,311,14,1,3,166,3,0,50,26
50,2,1.0,1.0,1.0,2,1,751,102,9.0,10.0,7.3,72.0,0,1,0,3,9,1,766,125,38,1,1,130,3,0,0,24
51,16,7.0,7.0,10.0,14,30,3,0,9.0,8.0,0.05,1050.0,0,1,0,3,33,0,522,125,26,23,4,125,2,0,41,43
52,15,7.0,7.0,3.0,2,30,7,0,9.0,9.0,0.07,70.0,0,1,0,4,0,0,522,125,26,23,4,125,2,0,30,43
53,8,2.0,2.0,8.0,2,9,8,0,10.0,9.0,0.09,100.0,0,1,0,0,0,0,1553,166,39,2,2,126,2,2,15,11
54,4,2.0,2.0,3.0,2,1,401,96,10.0,10.0,4.92,175.0,0,1,1,3,46,1,1346,125,28,1,1,16,3,0,17,22
55,4,1.0,1.0,1.0,1,0,3,0,8.0,10.0,0.05,105.0,0,1,1,3,46,0,181,126,37,1,1,122,3,0,0,20
56,6,1.0,2.0,4.0,1,0,11,2,9.0,10.0,0.23,120.0,0,1,1,3,46,0,181,126,37,1,5,122,3,0,0,20
57,6,1.0,2.0,4.0,1,4,20,4,9.0,10.0,0.2,135.0,0,1,1,3,46,0,181,126,37,1,5,122,3,0,0,20
58,6,2.0,2.0,6.0,2,0,5,1,9.0,10.0,0.06,140.0,0,25,1,3,57,0,1185,412,28,1,1,130,2,0,15,22
59,2,1.0,1.0,4.0,2,0,0,0,10.0,10.0,1.46,146.0,0,25,0,3,57,0,1185,412,28,1,1,130,2,0,31,22
60,2,1.0,1.0,4.0,2,0,4,0,9.0,10.0,0.11,146.0,0,25,0,3,57,0,1185,412,28,1,1,130,2,0,15,22
61,4,1.0,2.0,4.0,2,0,0,0,10.0,10.0,1.46,110.0,0,25,0,3,0,0,1185,412,28,1,1,130,2,0,1,22
62,2,0.0,1.0,2.0,2,30,17,0,9.0,10.0,0.17,65.0,0,1,0,4,0,0,1123,125,32,2,1,30,1,2,8,24
63,10,3.0,5.0,6.0,9,3,174,18,9.0,10.0,2.0,320.0,0,1,0,3,0,1,1396,125,37,1,1,32,3,0,35,22
64,3,1.0,1.0,1.0,1,0,94,1,10.0,10.0,0.91,69.0,0,1,1,4,9,0,1355,125,39,1,13,125,3,0,1,28
65,4,1.0,1.0,2.0,2,3,75,13,10.0,10.0,0.73,100.0,0,1,0,4,33,1,50,126,28,1,1,126,3,0,40,22
66,4,2.0,1.0,4.0,2,0,0,0,10.0,10.0,1.46,100.0,0,25,0,3,31,0,1185,412,28,1,1,130,2,0,1,22
67,2,1.5,1.0,1.0,1,9,96,3,10.0,10.0,0.97,135.0,0,37,0,3,0,0,1713,125,38,16,1,33,2,0,0,24
68,2,1.0,1.0,1.0,2,30,15,2,10.0,9.0,0.15,90.0,0,1,0,4,0,0,830,125,34,3,1,31,1,2,20,35
69,4,1.0,2.0,3.0,2,2,77,25,10.0,10.0,0.86,116.0,0,1,1,3,0,1,469,125,37,1,11,34,3,0,8,22
70,3,1.5,1.0,2.0,1,29,47,5,10.0,10.0,0.71,60.0,0,1,0,0,21,0,446,126,2,1,0,35,3,0,26,47
71,5,1.0,2.0,5.0,2,20,318,15,9.0,10.0,3.17,90.0,0,1,1,3,0,0,1367,125,37,1,11,125,3,0,8,22
72,3,1.0,1.0,2.0,2,4,313,36,10.0,10.0,3.1,60.0,0,1,1,3,0,0,555,125,39,1,13,130,3,2,1,26
73,2,1.0,1.0,1.0,2,28,2,0,8.0,8.0,0.03,79.0,0,1,0,3,0,0,665,125,26,2,4,166,3,2,24,32
74,2,1.0,1.0,1.0,1,15,120,8,10.0,10.0,1.18,70.0,0,19,1,0,0,0,563,126,30,19,1,83,3,1,0,22
75,2,1.0,1.0,1.0,1,30,0,0,10.0,10.0,1.46,129.0,0,0,0,3,0,0,1487,125,6,2,2,170,0,2,26,28
76,3,1.0,1.0,3.0,1,0,3,0,9.0,9.0,0.03,110.0,0,1,1,3,46,0,181,126,37,1,10,122,3,0,0,22
77,10,2.0,3.0,7.0,4,12,400,47,9.0,10.0,3.92,156.0,0,1,1,3,0,0,198,126,32,7,1,35,3,0,15,24
78,10,2.0,4.0,7.0,1,9,34,18,9.0,10.0,0.35,148.0,0,1,1,3,46,0,181,126,37,1,11,122,3,0,0,22
79,2,1.0,1.0,1.0,1,0,99,9,10.0,10.0,0.99,65.0,0,27,0,4,0,1,1201,125,30,1,1,45,3,2,0,22
80,5,1.0,2.0,4.0,4,16,39,0,10.0,10.0,0.4,132.0,0,37,0,4,21,0,204,179,30,1,8,135,3,0,15,24
81,12,6.0,5.0,9.0,10,16,18,7,9.0,9.0,0.21,858.0,0,1,0,6,54,1,1123,125,2,23,0,31,3,0,0,51
82,6,1.5,2.0,3.0,1,14,211,26,9.0,9.0,2.11,75.0,0,1,1,3,33,0,361,126,14,1,3,31,3,0,0,55
83,2,1.0,1.0,1.0,1,4,148,2,10.0,9.0,1.64,55.0,0,1,1,3,0,1,650,126,38,1,1,134,3,2,1,24
84,4,1.0,2.0,3.0,2,1,170,28,9.0,9.0,1.72,50.0,0,1,1,0,9,1,1347,125,12,1,2,126,3,0,1,26
85,2,1.0,1.0,1.0,1,0,89,9,10.0,10.0,0.91,92.0,0,1,1,3,46,0,248,125,28,1,1,55,3,0,0,22
86,3,1.0,1.0,2.0,1,10,644,70,10.0,10.0,6.43,33.0,0,1,0,3,0,1,1676,126,26,1,4,43,3,2,15,32
87,2,1.0,1.0,2.0,1,18,336,2,10.0,10.0,3.33,79.0,0,1,0,3,0,0,1348,27,37,1,13,32,3,2,15,22
88,2,1.0,1.0,2.0,1,0,42,5,9.0,9.0,0.43,50.0,0,1,0,3,0,0,1524,126,6,14,13,55,3,2,6,26
89,3,2.0,1.0,2.0,2,5,478,39,10.0,10.0,4.75,50.0,0,1,1,3,0,0,1557,126,31,1,7,124,3,2,20,59
90,2,1.0,1.0,2.0,2,21,7,0,8.0,10.0,0.1,85.0,0,1,0,4,0,0,1123,125,32,1,1,30,1,2,8,24
91,2,1.0,1.0,1.0,1,10,197,14,10.0,10.0,2.21,45.0,0,1,1,3,0,1,650,126,38,1,1,134,3,2,1,24
92,2,1.0,1.0,1.0,1,27,105,1,9.0,9.0,1.05,65.0,0,1,1,4,0,0,621,125,12,14,2,124,3,2,0,28
93,2,1.0,1.0,1.0,1,0,8,0,10.0,10.0,0.2,60.0,0,1,0,3,0,0,1659,125,37,2,11,30,3,2,15,22
94,2,1.0,1.0,2.0,1,9,190,45,9.0,9.0,1.92,23.0,0,1,1,3,0,0,671,126,26,1,4,35,3,2,1,32
95,2,1.0,1.0,1.0,1,20,231,41,9.0,9.0,4.55,23.0,0,1,1,3,0,0,671,126,26,1,4,35,3,2,1,32
96,2,1.0,1.0,1.0,2,18,7,0,9.0,8.0,0.07,55.0,0,1,0,3,0,0,1052,297,26,2,4,30,1,2,0,43
97,1,1.0,1.0,1.0,1,18,48,6,10.0,10.0,0.64,40.0,0,1,0,4,9,1,34,126,38,1,12,44,2,0,0,24
98,2,2.0,1.0,1.0,1,0,102,0,9.0,10.0,1.05,50.0,0,1,0,3,0,0,932,126,38,1,12,30,2,2,1,24
99,9,2.0,3.0,8.0,6,11,21,3,10.0,10.0,0.24,190.0,0,1,1,3,0,1,1348,125,36,1,10,69,3,0,1,22
100,4,1.0,1.0,2.0,1,0,1,0,10.0,10.0,0.01,120.0,0,1,1,3,46,0,181,126,37,1,1,122,3,0,0,22
101,4,1.0,1.0,1.0,1,1,2,0,10.0,10.0,0.02,100.0,0,1,1,3,46,0,181,126,37,16,1,122,3,0,0,20
102,2,1.0,1.0,2.0,1,26,4,0,10.0,8.0,0.04,55.0,0,1,0,3,0,0,1052,297,26,14,4,30,1,2,0,43
103,4,1.0,2.0,3.0,2,14,5,3,10.0,10.0,0.21,54.0,0,1,1,0,0,0,1213,126,39,1,13,31,3,0,8,28
104,8,2.0,3.0,5.0,1,7,54,7,9.0,10.0,0.56,170.0,0,1,1,3,46,0,181,126,37,1,8,122,3,0,0,24
105,2,1.0,1.0,1.0,1,5,554,56,10.0,10.0,5.68,62.0,0,1,1,3,0,0,266,125,32,7,8,35,3,2,1,24
106,2,1.0,1.0,1.0,2,0,252,6,9.0,10.0,2.53,55.0,0,1,1,3,0,0,1304,125,38,7,12,125,3,2,8,24
107,2,1.0,1.0,2.0,2,27,11,1,10.0,10.0,0.11,48.0,0,1,0,3,0,0,1052,297,26,1,4,30,1,3,8,43
108,4,1.0,1.0,2.0,1,17,232,20,9.0,9.0,2.34,35.0,0,1,1,3,0,0,950,126,39,1,13,124,3,0,1,26
109,2,1.0,1.0,1.0,1,23,65,3,9.0,9.0,0.83,19.0,0,6,0,4,0,0,786,126,31,1,1,166,0,2,8,59
110,2,1.0,1.0,1.0,1,6,185,64,10.0,10.0,1.89,75.0,0,1,1,3,0,1,1557,125,38,1,12,33,3,0,0,24
111,2,1.0,1.0,1.0,1,2,220,42,10.0,10.0,2.43,58.0,0,1,1,3,0,1,1557,125,38,1,12,33,3,0,0,24
112,3,1.0,1.0,1.0,1,7,464,93,10.0,10.0,4.8,69.0,0,1,1,3,0,1,1557,125,38,1,1,33,3,0,0,24
113,4,1.0,1.0,1.0,4,6,1,0,4.0,10.0,0.04,100.0,0,1,1,3,0,0,436,125,30,1,1,122,3,0,0,24
114,3,1.0,1.0,2.0,1,4,327,61,10.0,10.0,3.35,68.0,0,1,1,3,0,1,1557,125,38,1,13,33,3,0,0,28
115,2,1.0,1.0,1.0,1,7,305,96,10.0,9.0,5.29,34.0,0,1,1,0,0,1,1052,126,26,1,4,124,3,2,11,51
116,2,1.0,1.0,1.0,2,25,3,0,10.0,7.0,0.03,48.0,0,1,0,3,0,0,1052,297,26,2,4,30,1,3,8,43
117,4,1.0,1.0,2.0,1,0,1,0,10.0,10.0,0.01,100.0,0,1,1,3,46,0,181,126,37,1,11,122,3,0,0,22
118,4,1.5,2.0,3.0,2,5,102,20,10.0,10.0,1.05,40.0,0,27,0,4,0,0,1901,392,38,1,12,35,1,0,0,24
119,2,1.0,1.0,1.0,1,0,0,0,10.0,10.0,1.46,48.0,0,1,0,3,0,0,1366,125,26,1,4,170,1,0,0,43
120,2,1.0,1.0,2.0,1,0,48,24,10.0,10.0,0.63,100.0,0,1,0,4,0,0,1920,125,39,1,13,130,3,0,0,26
121,4,1.0,2.0,3.0,1,0,0,0,10.0,10.0,1.46,150.0,0,1,1,3,46,0,181,126,37,1,1,122,3,0,0,20
122,4,1.0,1.0,4.0,2,19,5,1,10.0,10.0,0.08,95.0,0,1,1,4,21,0,659,353,39,1,13,166,1,0,15,28
123,2,1.0,1.0,1.0,2,20,19,1,10.0,10.0,0.37,98.0,0,1,1,3,81,0,1213,126,39,2,2,166,1,2,0,28
124,4,1.0,1.0,2.0,2,0,33,1,9.0,9.0,0.4,110.0,0,1,1,3,57,0,1868,125,2,1,0,33,3,0,1,20
125,4,1.0,2.0,4.0,1,19,67,6,10.0,10.0,0.74,120.0,0,1,0,3,21,1,1148,125,34,1,1,124,2,0,0,22
126,4,1.0,1.0,2.0,2,2,72,5,9.0,10.0,0.75,110.0,0,1,1,3,21,0,1868,125,2,1,1,33,3,0,1,22
127,4,2.0,1.0,1.0,2,0,28,0,10.0,10.0,0.32,90.0,0,1,1,4,72,0,1557,281,34,1,9,126,3,0,30,35
128,4,1.0,1.0,1.0,2,30,56,1,9.0,9.0,0.57,70.0,0,19,0,3,46,0,1433,125,39,1,13,43,1,0,0,26
129,2,1.0,1.0,1.0,1,19,89,11,10.0,10.0,1.0,95.0,0,1,0,3,21,1,1148,125,34,1,1,124,2,0,0,22
130,2,1.0,1.0,2.0,1,14,408,83,10.0,10.0,4.14,79.0,0,1,1,4,0,1,671,125,39,1,13,126,3,0,0,28
131,3,1.0,1.0,0.0,2,9,58,32,10.0,10.0,1.45,80.0,0,1,0,3,0,1,347,125,6,1,10,166,2,0,15,20
132,2,1.0,1.0,2.0,1,0,1,0,10.0,10.0,0.08,59.0,0,1,0,3,0,0,1293,125,2,1,0,85,3,2,15,41
133,4,1.0,1.0,1.0,2,14,42,11,10.0,9.0,0.47,70.0,0,1,0,3,9,1,1741,125,26,1,4,126,1,0,1,35
134,5,2.0,2.0,0.0,1,10,190,22,10.0,9.0,2.49,200.0,0,1,0,4,54,0,1553,126,32,16,8,35,2,0,15,24
135,2,2.0,1.0,2.0,1,5,8,0,8.0,8.0,0.09,74.0,0,1,1,3,0,0,1348,125,6,2,1,166,3,2,0,59
136,3,1.0,1.0,2.0,2,3,169,30,10.0,10.0,1.73,90.0,0,1,1,3,0,0,376,125,34,1,1,31,3,0,15,35
137,2,1.0,1.0,1.0,1,0,54,2,10.0,9.0,0.56,28.0,0,1,0,0,0,1,1553,125,12,1,2,126,3,2,4,30
138,4,1.0,1.0,1.0,2,10,271,28,9.0,10.0,2.9,70.0,0,1,0,3,21,1,1880,125,38,16,12,124,3,0,8,24
139,2,1.0,1.0,1.0,1,28,52,0,10.0,10.0,0.54,100.0,0,1,0,3,0,0,1317,126,14,1,3,166,3,2,0,55
140,2,1.0,1.0,1.0,1,8,69,24,10.0,10.0,0.7,61.0,0,1,1,4,9,1,222,125,39,1,13,126,3,0,50,28
141,2,1.0,1.0,1.0,1,0,124,1,10.0,9.0,1.37,51.0,0,1,1,3,0,1,830,125,2,1,0,124,3,2,8,39
142,8,2.0,3.0,6.0,2,0,2,0,10.0,10.0,0.04,58.0,0,1,0,3,33,0,813,125,39,1,13,55,2,0,20,28
143,2,1.0,1.0,1.0,1,0,40,0,10.0,9.0,0.61,40.0,0,18,0,3,46,0,1658,125,6,1,7,38,1,2,8,59
144,4,1.0,0.0,2.0,2,0,71,2,10.0,9.0,0.73,62.0,0,1,0,4,33,1,1577,125,32,1,8,55,3,0,15,24
145,4,1.0,1.0,3.0,2,10,260,26,10.0,10.0,2.69,42.0,0,1,1,3,0,1,1304,125,26,1,4,31,3,0,1,13
146,4,1.0,1.0,1.0,2,8,81,7,10.0,10.0,0.88,80.0,0,1,1,3,9,0,106,125,28,7,1,124,3,0,4,22
147,4,1.0,1.0,2.0,1,4,16,12,10.0,10.0,1.1,59.0,0,1,1,3,0,1,1787,125,2,1,0,156,3,0,8,20
148,2,1.5,1.0,1.0,1,3,250,69,10.0,10.0,3.05,36.0,0,1,0,3,9,1,584,125,30,14,6,156,3,2,26,22
149,2,1.0,1.0,2.0,1,8,432,64,10.0,9.0,4.87,44.0,0,1,1,3,0,1,1280,125,2,1,0,166,3,2,14,45
150,4,1.0,1.0,2.0,2,2,153,7,9.0,10.0,1.61,55.0,0,1,1,3,0,0,555,125,39,1,13,130,3,0,1,26
151,3,1.0,1.0,1.0,2,8,111,7,10.0,10.0,1.15,83.0,0,1,1,4,33,0,561,125,38,1,13,124,3,0,1,28
152,4,1.0,1.0,2.0,2,3,41,6,10.0,10.0,0.45,70.0,0,1,0,3,0,1,583,125,39,1,13,166,2,0,1,26
153,1,2.0,1.0,1.0,1,19,328,40,10.0,10.0,3.39,54.0,0,1,0,3,0,1,403,125,32,1,1,31,3,2,0,24
154,3,1.0,1.0,3.0,1,0,15,5,9.0,10.0,0.17,75.0,0,1,0,0,40,0,1123,125,30,1,1,55,3,0,47,22
155,4,1.0,2.0,2.0,2,1,75,6,10.0,10.0,0.83,80.0,0,1,1,3,0,0,1668,125,36,1,10,124,3,0,1,22
156,10,4.0,4.0,6.0,8,29,3,0,10.0,9.0,0.11,80.0,0,1,0,4,0,0,584,126,2,1,0,142,3,0,26,20
157,4,1.0,1.0,1.0,2,19,81,22,10.0,9.0,0.92,90.0,0,1,0,4,0,1,1348,125,6,1,1,166,1,0,1,59
158,6,1.0,2.0,0.0,4,14,147,30,10.0,10.0,1.56,100.0,0,1,1,0,40,0,561,125,38,1,1,124,3,0,40,24
159,4,1.0,1.0,2.0,1,17,326,52,9.0,10.0,3.39,58.0,0,46,1,0,73,0,1346,125,39,1,13,24,3,0,0,28
160,4,1.5,2.0,4.0,2,0,180,24,10.0,9.0,2.35,56.0,0,1,0,3,33,1,255,126,2,1,0,33,3,0,6,47
161,2,1.0,0.0,1.0,2,24,260,33,9.0,9.0,2.94,65.0,0,1,1,4,0,0,1123,125,12,16,2,124,3,0,1,30
162,2,1.0,1.0,1.0,1,0,8,0,10.0,10.0,0.09,80.0,0,1,1,3,0,1,481,125,38,2,12,166,3,2,0,24
163,2,1.0,1.0,1.0,1,6,157,15,10.0,10.0,1.73,50.0,0,1,0,0,0,1,651,412,36,1,1,124,3,0,0,20
164,2,1.0,1.0,1.0,1,26,251,32,10.0,9.0,2.67,29.0,0,1,0,4,0,0,1142,207,2,1,0,130,3,0,1,45
165,4,1.0,1.0,2.0,1,9,540,22,9.0,10.0,5.73,69.0,0,1,1,3,0,0,266,125,32,1,1,35,3,2,1,24
166,2,1.5,1.0,1.0,2,3,58,3,10.0,10.0,0.74,93.0,0,1,0,4,33,0,1826,227,39,1,13,150,3,0,0,28
167,2,1.0,1.0,1.0,1,6,229,9,10.0,10.0,2.67,80.0,0,1,1,0,21,1,522,125,38,1,12,124,3,0,0,24
168,4,2.0,1.0,0.0,2,16,31,13,10.0,10.0,0.34,80.0,0,1,1,0,33,0,561,125,38,1,13,124,3,0,40,28
169,3,1.0,1.0,2.0,3,9,46,7,9.0,10.0,0.5,85.0,0,1,1,3,9,0,1676,226,28,1,1,132,3,0,0,22
170,3,1.0,1.0,2.0,1,6,7,0,9.0,9.0,0.08,70.0,0,1,1,3,9,0,1676,226,28,1,1,132,3,0,0,22
171,7,2.0,2.0,4.0,5,18,34,3,8.0,10.0,0.38,120.0,0,1,1,3,33,0,1676,226,28,1,1,132,3,0,0,22
172,6,2.0,2.0,3.0,1,3,4,0,10.0,10.0,0.04,159.0,0,1,1,3,0,0,436,125,30,1,1,122,3,0,0,22
173,5,1.0,1.0,2.0,1,29,7,1,9.0,9.0,0.08,97.0,0,1,1,3,0,0,263,170,39,1,2,122,3,0,0,14
174,6,2.0,3.0,5.0,5,30,97,12,9.0,10.0,1.07,115.0,0,1,0,4,0,0,1328,206,38,1,1,124,2,0,0,24
175,6,2.0,2.0,4.0,4,10,85,3,9.0,10.0,0.93,105.0,0,37,1,4,0,0,204,179,30,1,13,135,3,0,8,28
176,5,2.0,2.0,5.0,6,29,43,2,9.0,10.0,0.46,119.0,0,37,1,4,21,0,1535,125,28,1,5,134,3,0,0,22
177,5,2.0,2.0,0.0,2,21,70,10,9.0,10.0,0.81,79.0,0,27,1,4,0,0,427,125,26,16,4,33,3,0,30,35
178,3,1.0,1.0,4.0,4,19,6,0,9.0,10.0,0.08,94.0,0,37,1,4,9,0,1535,125,28,1,1,134,3,0,0,22
179,2,1.0,1.0,1.0,2,29,2,0,6.0,5.0,0.02,84.0,0,18,0,3,0,0,106,197,12,14,2,124,1,0,1,28
180,4,1.0,0.0,2.0,2,13,169,46,10.0,10.0,1.89,85.0,0,1,1,0,0,1,807,290,30,1,1,124,3,0,40,16
181,2,1.0,0.0,1.0,1,0,22,4,10.0,10.0,0.23,59.0,0,1,1,4,0,0,1355,125,39,1,13,125,3,0,1,26
182,2,2.0,1.0,1.0,1,7,305,15,9.0,10.0,3.34,45.0,0,1,1,3,9,0,503,125,39,14,13,166,3,2,0,28
183,3,1.0,1.0,2.0,2,7,362,20,10.0,10.0,3.98,55.0,0,1,1,0,0,1,1727,125,30,1,1,125,3,0,15,22
184,4,1.0,1.0,1.0,4,0,2,0,8.0,10.0,0.02,109.0,0,37,1,4,21,0,1535,125,28,1,12,134,3,0,0,24
185,4,2.0,1.0,2.0,2,15,18,3,10.0,10.0,0.28,90.0,0,1,0,4,40,0,561,125,38,1,11,124,3,0,0,22
186,6,2.0,2.0,3.0,1,2,66,3,9.0,10.0,0.72,129.0,0,1,1,3,0,0,436,125,30,1,1,122,3,0,0,22
187,4,1.0,1.0,1.0,1,4,3,0,9.0,10.0,0.03,105.0,0,1,1,3,0,0,436,125,30,1,1,122,3,0,0,22
188,4,1.0,1.0,1.0,1,7,3,0,9.0,10.0,0.04,160.0,0,1,1,3,0,0,436,125,30,1,1,122,3,0,0,22
189,4,1.0,1.0,2.0,2,9,14,6,10.0,10.0,0.16,74.0,0,1,1,0,0,0,1152,125,37,16,11,69,2,0,1,22
