,accommodates,bathrooms,bedrooms,beds,guests_included,availability_30,number_of_reviews,number_of_reviews_ltm,review_scores_cleanliness,review_scores_location,reviews_per_month,price,has_availability,host_response_rate,instant_bookable,cancellation_policy,security_deposit,host_is_superhost,host_name,host_location,host_neighbourhood,property_type,neighbourhood,host_verifications,host_response_time,room_type,extra_people,zipcode
1136,5,2.0,3.0,3.0,5,16,28,4,9.0,10.0,0.43,230.0,0,1,0,0,46,0,552,311,37,1,1,166,3,0,0,22
1137,6,1.0,1.0,3.0,2,11,31,8,9.0,10.0,1.13,60.0,0,1,0,3,0,0,223,166,37,1,11,126,3,0,15,22
1138,11,3.5,5.0,10.0,10,12,21,5,8.0,10.0,0.38,380.0,0,19,1,4,0,0,1346,126,38,7,12,124,3,0,26,24
1139,2,1.0,1.0,2.0,1,4,16,4,9.0,10.0,0.24,55.0,0,1,0,4,46,1,950,126,39,1,12,126,1,0,0,24
1140,2,1.0,0.0,2.0,1,1,70,3,10.0,10.0,1.06,165.0,0,1,1,3,46,0,248,178,30,1,13,122,3,0,0,28
1141,5,1.0,2.0,2.0,2,5,376,68,10.0,10.0,5.65,300.0,0,45,1,3,0,0,592,16,36,19,10,126,3,1,1,20
1142,7,2.0,3.0,4.0,4,0,4,2,10.0,9.0,0.06,180.0,0,1,1,3,9,1,730,171,32,1,1,69,3,0,1,24
1143,4,1.0,1.0,2.0,2,1,92,16,10.0,10.0,1.41,80.0,0,1,1,3,9,1,730,171,32,1,1,69,3,0,1,24
1144,4,1.0,1.0,2.0,2,1,133,19,10.0,10.0,2.02,80.0,0,1,0,3,40,1,404,125,39,1,13,126,3,0,15,28
1145,2,2.0,1.0,2.0,1,30,25,0,10.0,10.0,0.45,62.0,0,37,0,0,0,0,1128,126,39,2,13,166,2,2,0,28
1146,7,2.5,2.0,4.0,6,19,153,26,9.0,9.0,2.35,115.0,0,1,1,3,9,0,1148,126,39,23,3,130,3,0,0,22
1147,4,1.0,1.0,2.0,2,3,33,5,10.0,9.0,0.5,70.0,0,1,0,0,0,1,374,126,39,7,2,124,1,0,8,30
1148,2,0.5,1.0,1.0,1,15,188,30,9.0,10.0,2.83,54.0,0,1,0,3,0,0,640,126,32,1,1,126,3,2,0,24
1149,3,1.0,1.0,2.0,2,5,162,19,10.0,10.0,2.38,84.0,0,1,1,3,0,0,1332,126,30,1,1,156,3,0,1,24
1150,6,1.0,1.0,3.0,1,13,156,16,10.0,10.0,2.29,37.0,0,1,0,0,0,1,1751,126,31,1,1,11,3,2,8,59
1151,3,1.5,1.0,1.0,1,0,14,0,9.0,10.0,0.31,56.0,0,1,0,0,0,0,686,412,39,1,11,130,3,0,0,22
1152,6,1.0,2.0,4.0,4,30,196,0,9.0,10.0,2.97,120.0,0,1,0,3,0,0,50,126,28,1,1,125,3,0,15,22
1153,4,1.0,1.0,2.0,1,0,1,0,10.0,10.0,0.02,75.0,0,1,0,3,9,0,1494,126,39,1,4,166,3,0,0,35
1154,4,1.0,1.0,1.0,2,4,33,8,10.0,10.0,0.53,75.0,0,1,1,3,21,1,119,126,28,1,1,124,3,0,15,22
1155,6,2.0,3.0,4.0,4,8,18,2,10.0,9.0,0.3,90.0,0,1,0,3,0,0,1404,166,31,14,1,166,3,0,15,59
1156,5,2.0,1.0,3.0,4,17,4,1,10.0,9.0,0.06,85.0,0,1,0,3,0,0,701,126,31,1,1,107,1,0,8,59
1157,5,2.0,2.0,3.0,4,10,12,0,10.0,9.0,0.19,90.0,0,1,0,0,0,0,701,126,31,1,1,107,1,0,8,59
1158,7,1.0,2.0,5.0,5,8,170,44,9.0,10.0,2.54,65.0,0,1,1,4,0,0,379,126,14,1,3,122,3,0,8,57
1159,5,1.0,1.0,2.0,2,10,5,1,10.0,10.0,0.08,90.0,0,1,0,0,0,1,638,126,39,1,13,128,3,0,8,28
1160,9,2.0,4.0,9.0,4,15,138,27,10.0,10.0,2.08,29.0,0,1,1,3,0,1,1557,126,26,1,1,124,3,0,20,59
1161,3,1.0,1.0,3.0,2,5,121,26,10.0,10.0,1.82,60.0,0,1,1,0,9,0,721,126,28,1,5,148,3,0,0,22
1162,2,1.0,1.0,1.0,2,0,48,1,9.0,9.0,0.73,50.0,0,1,0,3,0,1,1553,126,36,1,1,166,2,0,40,22
1163,8,2.0,2.0,4.0,6,25,117,17,10.0,10.0,1.75,160.0,0,1,1,0,21,0,721,126,28,1,1,148,3,0,8,22
1164,6,1.0,2.0,3.0,1,1,0,0,10.0,10.0,1.46,165.0,0,1,1,3,1,0,181,126,37,1,13,122,3,0,0,28
1165,2,1.0,1.0,1.0,1,0,7,4,9.0,9.0,0.13,45.0,0,1,1,3,0,0,857,166,39,14,0,166,3,0,0,45
1166,2,1.0,0.0,1.0,1,11,146,28,8.0,10.0,2.19,52.0,0,44,1,0,0,0,1435,166,39,1,9,135,3,0,0,35
1167,4,1.0,2.0,2.0,1,9,170,39,8.0,10.0,2.57,79.0,0,1,1,3,0,0,1634,126,38,1,13,34,3,0,0,26
1168,4,1.0,2.0,3.0,2,15,165,14,10.0,9.0,2.43,48.0,0,1,1,0,9,0,106,126,2,7,0,166,3,0,40,41
1169,2,1.0,1.0,1.0,1,4,296,77,10.0,10.0,4.46,60.0,0,37,0,4,0,1,778,126,28,1,1,130,2,0,0,35
1170,4,1.0,2.0,2.0,1,3,166,37,9.0,10.0,2.52,67.0,0,1,1,3,0,0,1634,126,38,1,13,34,3,0,0,26
1171,3,1.0,0.0,2.0,1,0,319,57,10.0,10.0,4.97,63.0,0,1,1,3,60,1,36,126,32,16,8,135,3,0,8,24
1172,4,1.0,2.0,3.0,2,1,105,14,9.0,10.0,1.58,123.0,0,44,1,0,0,0,1435,166,39,1,1,135,3,0,0,22
1173,2,1.5,1.0,1.0,1,22,27,5,10.0,10.0,0.45,70.0,0,1,0,4,33,0,1869,126,34,1,11,126,3,0,0,22
1174,2,1.0,1.0,1.0,1,0,13,0,10.0,9.0,0.2,40.0,0,1,0,0,9,0,1761,126,2,1,0,124,3,0,8,49
1175,2,1.0,1.0,2.0,1,0,8,0,10.0,9.0,0.15,80.0,0,1,0,4,57,0,617,126,39,1,0,124,2,0,0,35
1176,6,2.0,2.0,4.0,2,14,2,1,10.0,10.0,0.05,1000.0,0,1,1,3,0,0,436,125,30,1,6,122,3,0,0,24
1177,3,1.0,1.0,3.0,2,24,1,0,10.0,8.0,0.02,90.0,0,1,0,3,0,0,1570,126,12,1,2,55,2,0,8,28
1178,2,1.0,1.0,1.0,1,23,43,9,10.0,10.0,0.67,85.0,0,1,0,0,0,0,135,126,26,2,4,126,3,2,0,51
1179,4,1.0,1.0,2.0,2,5,275,41,10.0,10.0,4.15,70.0,0,1,1,3,21,1,43,126,37,1,1,132,3,0,1,22
1180,5,1.0,2.0,3.0,3,21,145,10,8.0,9.0,2.19,70.0,0,46,1,4,0,0,1437,125,32,1,1,125,3,0,8,24
1181,4,1.0,1.0,2.0,1,0,5,0,9.0,10.0,0.08,140.0,0,1,1,3,46,0,181,126,37,1,1,122,3,0,0,24
1182,6,1.5,2.0,3.0,4,7,203,47,9.0,10.0,3.03,90.0,0,46,1,3,73,0,1346,125,39,1,13,24,3,0,40,28
1183,5,2.0,3.0,0.0,4,1,48,17,9.0,10.0,0.74,267.0,0,1,1,0,54,1,1875,354,39,7,13,124,3,0,46,28
1184,5,1.0,2.0,5.0,2,30,11,0,9.0,9.0,0.19,170.0,0,0,0,0,0,0,1557,126,38,1,1,124,0,0,15,24
1185,9,2.0,3.0,0.0,6,10,68,16,9.0,10.0,1.08,299.0,0,1,1,0,46,1,1875,354,39,7,1,124,3,0,16,24
1186,8,3.0,3.0,7.0,5,11,39,10,9.0,10.0,0.62,250.0,0,1,1,0,46,1,1875,354,39,7,12,124,3,0,16,24
1187,6,1.5,2.0,0.0,4,5,93,22,9.0,10.0,1.43,155.0,0,1,1,0,33,1,1875,354,39,7,1,124,3,0,16,22
1188,8,2.5,2.0,5.0,5,9,257,44,8.0,10.0,3.9,62.0,0,46,1,3,73,0,1346,125,39,1,1,24,3,0,40,22
1189,2,1.0,1.0,1.0,1,0,163,18,9.0,9.0,2.66,22.0,0,27,1,3,0,0,1672,126,39,1,4,83,1,2,0,32
1190,4,1.0,1.0,1.0,2,14,9,0,9.0,8.0,0.14,65.0,0,1,0,0,0,0,1600,126,2,1,0,143,3,0,20,37
1191,9,2.0,4.0,8.0,4,0,138,1,7.0,10.0,2.08,140.0,0,1,1,4,0,0,349,126,39,1,13,33,3,0,20,28
1192,4,1.0,1.0,2.0,2,2,268,40,10.0,10.0,4.02,80.0,0,1,1,4,9,1,426,126,39,1,1,132,3,0,8,24
1193,4,1.0,1.0,1.0,2,10,121,42,10.0,10.0,1.83,95.0,0,1,1,3,9,1,618,126,38,1,1,156,3,0,20,24
1194,3,1.0,1.0,2.0,2,5,127,15,9.0,9.0,1.93,48.0,0,1,1,3,0,0,1901,126,39,1,2,124,3,0,15,28
1195,2,1.0,1.0,2.0,2,16,242,40,10.0,9.0,3.69,48.0,0,43,1,0,9,1,1867,126,6,1,1,35,3,2,0,35
1196,4,1.0,3.0,3.0,1,0,117,3,10.0,9.0,1.82,85.0,0,1,0,3,0,0,1249,126,2,1,0,55,3,0,0,49
1197,2,1.0,1.0,1.0,1,23,162,23,10.0,9.0,2.46,45.0,0,22,0,0,0,0,1876,126,2,1,0,31,1,2,0,39
1198,3,2.0,2.0,3.0,3,30,19,1,10.0,10.0,0.29,250.0,0,1,0,4,0,0,290,126,30,16,1,124,3,0,0,22
1199,2,2.0,1.0,1.0,2,9,50,7,10.0,10.0,0.76,75.0,0,1,0,3,9,0,1300,126,39,7,13,130,3,0,26,28
1200,5,2.0,3.0,3.0,5,29,5,0,10.0,10.0,0.08,150.0,0,1,0,0,21,0,1659,126,26,14,4,130,3,0,0,51
1201,3,1.0,0.0,2.0,3,22,146,4,8.0,9.0,2.19,75.0,0,1,1,4,9,0,50,126,39,16,1,46,3,0,1,24
1202,2,1.0,1.0,1.0,2,4,358,39,9.0,10.0,5.34,64.0,0,1,1,3,0,0,1802,126,39,1,13,32,3,0,8,28
1203,3,1.0,1.0,2.0,2,0,548,139,10.0,10.0,8.54,73.0,0,1,1,0,0,1,619,126,36,1,1,126,3,0,1,20
1204,2,1.0,1.0,2.0,1,0,2,0,9.0,9.0,0.04,120.0,0,1,1,3,55,0,1842,395,6,1,13,130,3,2,0,28
1205,2,1.0,1.0,1.0,1,20,30,1,10.0,9.0,0.58,80.0,0,1,0,3,9,1,48,126,12,1,2,125,2,2,0,30
1206,5,1.0,2.0,2.0,2,4,36,11,10.0,9.0,0.59,69.0,0,1,0,3,9,1,48,126,12,1,4,125,2,0,12,35
1207,2,1.0,1.0,1.0,1,27,27,0,10.0,9.0,0.43,65.0,0,1,0,4,0,0,312,126,14,2,3,31,3,2,0,57
1208,5,1.0,2.0,2.0,2,0,33,0,8.0,9.0,0.51,89.0,0,1,1,4,46,1,381,126,39,16,0,124,3,0,8,51
1209,4,1.0,2.0,4.0,4,8,279,29,8.0,10.0,4.2,70.0,0,1,1,3,0,0,1802,126,39,1,13,32,3,0,8,28
1210,16,2.0,4.0,15.0,8,4,41,11,10.0,10.0,0.64,199.0,0,1,0,4,33,1,1721,126,37,1,11,124,2,0,40,22
1211,3,2.0,1.0,1.0,1,30,18,3,10.0,10.0,0.27,250.0,0,1,0,3,0,0,290,126,30,16,11,124,3,0,0,22
1212,2,1.0,1.0,1.0,1,0,139,0,9.0,10.0,2.18,35.0,0,1,0,0,0,0,568,126,37,23,11,126,3,2,1,22
1213,4,1.0,0.0,2.0,2,1,404,66,10.0,10.0,6.07,75.0,0,1,1,0,0,1,1213,126,32,1,10,126,3,0,8,22
1214,4,1.0,1.0,4.0,2,2,70,70,10.0,10.0,7.66,55.0,0,1,1,0,0,1,617,126,39,16,11,166,3,0,1,22
1215,2,1.0,1.0,1.0,2,1,189,28,9.0,10.0,2.86,73.0,0,1,1,3,0,1,1736,126,39,1,1,124,3,0,0,22
1216,5,1.0,1.0,3.0,4,9,93,12,10.0,10.0,1.4,85.0,0,37,1,4,0,0,204,179,30,1,13,135,3,0,8,28
1217,3,1.0,1.0,1.0,2,0,5,1,10.0,8.0,0.1,80.0,0,1,0,3,0,0,1570,126,12,2,2,55,2,2,8,28
1218,4,1.0,1.0,2.0,2,8,289,26,10.0,10.0,4.35,60.0,0,1,1,3,0,0,685,126,37,1,1,126,3,0,8,22
1219,2,1.0,1.0,1.0,1,6,29,5,10.0,10.0,0.44,99.0,0,1,1,3,0,1,469,125,37,1,6,34,3,0,0,22
1220,8,3.0,3.0,3.0,6,4,23,21,10.0,10.0,1.79,450.0,0,1,1,3,40,1,317,126,6,14,13,130,3,0,41,28
1221,3,1.0,1.0,2.0,2,22,7,2,10.0,9.0,0.11,65.0,0,1,0,4,0,0,312,126,14,2,3,31,3,2,15,57
1222,2,1.0,1.0,1.0,2,0,235,50,10.0,10.0,3.55,35.0,0,1,0,3,0,1,1327,126,28,20,5,69,3,2,20,22
1223,2,1.0,1.0,1.0,1,15,285,44,10.0,9.0,4.29,69.0,0,1,0,3,0,1,1259,126,14,23,0,144,3,2,0,45
1224,4,1.0,1.0,1.0,1,6,3,0,9.0,9.0,0.07,95.0,0,1,1,3,0,0,436,125,30,1,12,122,3,0,0,24
1225,2,1.0,1.0,1.0,1,3,420,90,10.0,10.0,6.28,65.0,0,1,0,3,9,1,154,126,32,16,8,135,3,0,0,24
1226,7,2.0,2.0,5.0,2,0,11,0,9.0,10.0,0.17,86.0,0,1,1,0,9,0,1842,126,28,1,5,166,3,0,15,20
1227,9,2.0,3.0,7.0,6,9,8,0,9.0,9.0,0.14,220.0,0,1,0,3,0,1,638,126,39,1,13,128,3,0,8,28
1228,4,1.0,1.0,1.0,2,11,83,14,9.0,10.0,1.25,72.0,0,1,1,0,0,1,522,166,28,1,1,124,3,0,1,22
1229,2,1.0,1.0,1.0,2,15,207,11,10.0,10.0,3.12,82.0,0,36,1,3,0,0,1877,125,39,1,13,124,3,0,15,28
1230,4,1.0,1.0,0.0,2,0,201,16,9.0,10.0,3.03,57.0,0,1,1,3,71,0,807,126,30,1,1,124,3,0,20,22
1231,9,3.5,4.0,5.0,4,5,35,2,10.0,9.0,0.53,540.0,0,1,1,0,57,0,324,126,12,23,2,130,3,0,0,28
1232,2,1.0,1.0,1.0,2,10,97,27,10.0,10.0,1.49,47.0,0,1,0,4,40,1,1750,126,39,1,4,130,2,0,20,43
1233,4,1.5,2.0,3.0,1,2,220,46,10.0,10.0,3.5,149.0,0,1,1,0,0,1,324,126,28,1,1,130,3,0,0,22
1234,4,1.0,1.0,1.0,2,9,149,28,9.0,10.0,2.26,35.0,0,1,1,3,9,0,1824,126,36,1,1,126,2,0,15,22
1235,4,1.0,2.0,4.0,1,0,31,1,10.0,10.0,0.47,135.0,0,1,1,4,0,0,1785,126,30,1,1,143,1,0,0,22
1236,3,1.0,1.0,2.0,2,0,156,23,10.0,10.0,2.36,60.0,0,1,0,3,9,1,481,126,39,1,1,130,3,0,1,22
1237,4,1.0,1.0,1.0,3,3,133,18,10.0,10.0,2.01,145.0,0,1,1,3,0,1,1741,126,39,7,13,31,3,0,1,28
1238,4,1.0,2.0,2.0,4,4,53,5,9.0,10.0,0.8,120.0,0,44,1,0,0,0,1435,166,39,1,1,135,3,0,0,22
1239,3,1.0,1.0,2.0,1,0,3,0,10.0,10.0,0.06,80.0,0,1,0,3,57,0,617,126,39,1,0,124,2,0,0,35
1240,6,3.0,3.0,6.0,1,0,37,4,9.0,10.0,0.58,140.0,0,1,1,3,46,0,181,126,37,1,13,122,3,0,0,28
1241,6,2.0,2.0,3.0,1,0,10,1,8.0,10.0,0.15,143.0,0,1,1,3,46,0,181,126,37,1,1,122,3,0,0,22
1242,4,1.0,2.0,3.0,2,2,98,35,10.0,10.0,1.8,65.0,0,1,1,3,0,0,1052,126,28,1,1,126,3,0,1,20
1243,4,1.0,1.0,1.0,2,1,202,39,10.0,10.0,3.05,77.0,0,1,1,3,0,1,222,374,38,1,1,124,3,0,8,24
1244,2,2.0,1.0,1.0,1,1,226,7,9.0,10.0,3.4,50.0,0,27,1,3,0,0,701,126,34,7,1,124,3,2,0,22
1245,4,1.0,1.0,2.0,2,14,110,11,10.0,10.0,1.66,55.0,0,1,0,3,40,1,1876,126,14,21,3,124,3,0,1,57
1246,2,1.0,1.0,2.0,1,19,0,0,10.0,10.0,1.46,120.0,0,1,0,4,21,0,106,126,34,1,1,195,1,0,0,35
1247,6,1.0,2.0,4.0,2,21,99,14,10.0,9.0,1.5,50.0,0,1,0,0,0,0,950,126,26,1,4,33,2,0,8,32
1248,4,1.0,1.0,4.0,2,2,60,37,10.0,9.0,0.94,40.0,0,1,1,3,0,1,1567,126,26,1,4,124,3,0,4,32
1249,3,1.0,0.0,2.0,2,0,157,61,10.0,10.0,2.46,75.0,0,1,1,3,73,1,36,126,32,16,8,135,3,0,8,24
1250,4,1.0,1.0,1.0,2,0,18,0,9.0,10.0,0.27,85.0,0,1,0,3,0,0,522,282,39,1,1,124,3,0,8,22
1251,2,1.0,1.0,1.0,1,12,3,1,9.0,7.0,0.08,138.0,0,1,1,3,46,0,248,178,30,16,13,122,3,0,0,22
1252,4,1.0,1.0,2.0,1,0,14,0,9.0,10.0,0.22,80.0,0,1,0,3,9,0,1901,126,34,1,1,124,2,0,0,22
1253,7,2.0,3.0,5.0,5,0,12,0,9.0,9.0,0.21,80.0,0,1,0,3,0,0,1901,125,2,14,0,55,3,0,15,41
1254,2,1.0,1.0,1.0,2,2,361,69,10.0,10.0,5.46,70.0,0,1,0,3,9,1,154,126,32,1,8,135,3,0,15,24
1255,3,1.0,2.0,2.0,2,28,5,5,10.0,10.0,0.43,92.0,0,1,0,3,46,1,950,126,39,1,1,126,1,0,26,35
1256,6,1.0,2.0,4.0,3,5,142,22,10.0,10.0,2.14,100.0,0,1,1,0,33,1,37,126,38,1,12,130,3,0,35,24
1257,2,1.0,1.0,2.0,1,2,308,40,10.0,9.0,4.66,55.0,0,1,0,0,0,1,698,126,2,1,0,124,3,2,0,39
1258,8,2.5,2.0,5.0,5,14,234,53,9.0,10.0,3.58,79.0,0,46,1,3,73,0,1346,125,39,1,1,24,3,0,40,22
1259,6,2.0,3.0,4.0,4,6,248,34,10.0,10.0,3.78,300.0,0,1,1,4,21,0,50,126,39,1,1,46,3,0,1,20
1260,8,2.0,2.0,4.0,4,6,27,0,10.0,10.0,0.41,160.0,0,22,1,3,0,0,1446,126,6,1,13,31,3,0,0,28
1261,1,1.0,1.0,1.0,1,9,77,17,10.0,10.0,1.46,31.0,0,1,0,4,0,1,1676,126,39,1,10,130,3,2,26,22
1262,4,1.0,2.0,4.0,2,0,206,0,9.0,10.0,3.12,80.0,0,1,0,3,0,0,1254,125,39,1,11,35,3,0,4,28
1263,4,1.0,2.0,4.0,1,23,73,0,9.0,8.0,1.1,70.0,0,1,0,3,0,0,513,126,39,1,4,43,3,0,0,61
1264,4,1.0,1.0,2.0,2,9,108,19,10.0,9.0,2.38,49.0,0,1,1,3,0,0,929,126,39,1,13,124,3,0,8,26
1265,2,1.0,1.0,2.0,1,30,10,1,10.0,10.0,0.17,99.0,0,35,0,3,0,0,1123,126,2,1,6,126,3,2,0,22
1266,4,1.0,1.0,2.0,2,4,226,48,9.0,10.0,3.46,70.0,0,35,1,3,0,0,1826,126,39,1,11,149,3,0,15,22
1267,1,1.0,1.0,1.0,1,0,25,6,10.0,10.0,0.38,35.0,0,1,1,0,46,1,1235,166,2,1,0,166,1,2,0,49
1268,2,1.0,1.0,2.0,2,3,182,44,10.0,10.0,2.79,60.0,0,1,1,4,0,0,1176,290,36,1,1,130,3,0,0,20
1269,4,1.0,1.0,3.0,2,3,526,95,10.0,10.0,7.88,85.0,0,1,1,0,0,1,1863,126,32,1,8,69,3,0,0,24
1270,3,1.0,1.0,2.0,2,1,188,41,10.0,10.0,2.84,42.0,0,43,0,0,9,1,1867,126,6,1,4,35,3,2,8,35
1271,3,1.0,1.0,3.0,1,0,63,0,10.0,9.0,0.95,65.0,0,1,1,3,0,0,1761,126,14,2,3,124,2,2,26,57
1272,2,1.5,1.0,2.0,2,6,406,72,10.0,10.0,6.1,47.0,0,1,0,3,0,1,1392,126,36,7,1,124,3,2,0,22
1273,4,1.0,2.0,2.0,2,1,210,49,10.0,10.0,3.18,160.0,0,1,1,3,9,1,1554,126,32,1,1,130,3,0,30,35
1274,4,1.0,1.0,2.0,2,22,226,32,10.0,10.0,3.42,90.0,0,1,0,0,9,1,349,126,28,1,1,130,3,0,15,22
1275,2,1.0,1.0,1.0,1,27,0,0,10.0,10.0,1.46,90.0,0,1,0,3,0,0,523,249,12,7,2,112,3,0,0,30
1276,2,1.0,1.0,1.0,1,15,28,15,10.0,9.0,0.44,70.0,0,1,1,4,0,1,522,71,28,1,1,124,3,0,0,24
1277,2,1.0,1.0,1.0,1,3,5,1,9.0,10.0,0.09,102.0,0,1,1,3,46,0,248,178,30,1,13,122,3,0,0,22
1278,3,1.0,1.0,3.0,1,0,12,0,10.0,9.0,0.18,45.0,0,1,1,3,0,0,1761,126,14,2,3,124,2,2,26,57
1279,2,1.0,1.0,0.0,1,18,163,26,10.0,10.0,2.5,29.0,0,37,1,3,0,1,670,126,2,14,0,124,3,2,0,41
1280,3,1.0,1.0,2.0,2,2,279,42,10.0,10.0,4.3,60.0,0,1,1,4,0,0,1176,290,36,1,1,130,3,0,1,20
1281,4,1.0,2.0,3.0,1,18,104,15,9.0,10.0,1.59,70.0,0,46,1,3,0,0,1781,126,36,1,1,128,3,0,0,22
1282,2,1.0,1.0,1.0,2,0,18,0,9.0,10.0,0.27,44.0,0,0,0,0,9,0,1368,125,37,1,1,124,0,0,15,22
1283,2,1.0,0.0,1.0,1,3,230,40,9.0,10.0,3.48,40.0,0,1,1,3,0,0,608,126,37,1,1,35,3,0,15,22
1284,4,1.0,1.0,1.0,2,19,219,35,10.0,9.0,3.3,67.0,0,1,1,3,9,1,1348,126,31,7,1,166,3,0,6,59
1285,6,2.0,3.0,4.0,1,7,21,7,10.0,10.0,0.33,322.0,0,1,1,3,26,0,701,330,36,1,1,124,3,0,0,22
1286,5,1.0,2.0,4.0,4,18,2,0,10.0,10.0,0.07,90.0,0,1,0,3,0,0,701,126,31,1,7,107,1,0,8,59
1287,2,1.0,0.0,1.0,2,22,170,17,10.0,10.0,3.2,78.0,0,1,1,3,0,1,390,126,39,1,13,135,3,0,30,28
1288,4,1.0,2.0,2.0,1,17,51,0,10.0,9.0,0.78,26.0,0,1,0,0,0,0,61,126,39,1,2,35,3,2,20,30
1289,6,1.0,2.0,6.0,3,0,79,0,10.0,10.0,1.22,90.0,0,1,0,0,0,0,701,126,39,1,1,113,3,0,1,22
1290,2,1.0,1.0,1.0,1,24,109,6,6.0,8.0,1.64,30.0,0,45,1,3,0,0,1927,126,2,14,0,124,3,2,1,47
1291,4,1.0,2.0,4.0,2,30,20,5,10.0,10.0,0.31,90.0,0,0,0,3,54,0,1073,126,39,1,13,124,0,0,8,28
1292,4,1.0,1.0,1.0,1,0,65,9,9.0,10.0,0.99,118.0,0,30,0,3,40,0,1813,121,10,1,12,130,2,0,0,24
1293,4,2.0,2.0,4.0,1,14,4,0,9.0,10.0,0.06,95.0,0,1,0,4,33,1,338,126,39,1,13,124,2,0,0,26
1294,6,1.0,2.0,3.0,4,13,121,16,10.0,10.0,1.94,126.0,0,1,1,3,21,0,1844,321,38,1,12,124,3,0,44,24
1295,2,2.0,1.0,1.0,1,0,137,0,9.0,10.0,2.07,50.0,0,27,1,3,0,0,701,126,34,1,9,124,3,2,15,22
1296,3,2.0,1.0,3.0,3,23,81,0,9.0,10.0,1.23,80.0,0,27,0,3,0,0,701,126,34,1,9,124,3,2,1,22
1297,3,1.0,1.0,2.0,1,19,0,0,10.0,10.0,1.46,149.0,0,1,1,3,0,0,686,126,28,3,1,137,3,1,0,20
1298,4,1.0,1.0,2.0,2,16,42,4,9.0,10.0,0.65,83.0,0,1,1,3,9,0,816,125,36,1,13,31,3,0,8,28
1299,2,1.0,0.0,1.0,1,29,1,0,6.0,6.0,0.03,55.0,0,1,0,4,0,0,807,311,30,1,2,181,2,0,0,26
1300,2,1.0,1.0,2.0,2,9,440,93,10.0,10.0,6.63,41.0,0,29,1,3,0,0,1521,126,34,1,9,166,3,2,0,35
1301,5,1.0,2.0,5.0,4,2,4,1,10.0,10.0,0.06,80.0,0,22,1,4,0,0,1446,126,6,1,13,31,3,0,0,28
1302,4,1.0,2.0,2.0,2,19,4,0,10.0,10.0,0.06,110.0,0,1,1,3,9,0,16,308,30,1,1,166,2,0,1,22
1303,5,2.0,1.0,3.0,1,9,69,24,10.0,10.0,1.1,170.0,0,1,1,3,54,1,481,126,30,1,1,124,3,0,0,22
1304,4,2.0,1.0,1.0,1,4,244,40,10.0,10.0,3.76,170.0,0,1,1,4,54,1,481,126,30,1,1,124,3,0,0,22
1305,2,1.0,1.0,1.0,1,0,10,0,10.0,10.0,0.15,70.0,0,1,0,4,0,0,1855,126,39,7,0,30,3,0,0,39
1306,6,1.0,2.0,6.0,4,16,12,1,10.0,10.0,0.23,90.0,0,22,1,3,0,0,1446,126,6,1,13,31,3,0,0,28
1307,4,1.0,2.0,3.0,2,0,82,7,10.0,9.0,1.25,70.0,0,1,1,0,0,1,290,126,39,14,4,124,3,0,8,53
1308,5,1.0,1.0,3.0,3,21,223,44,9.0,10.0,3.37,91.0,0,46,1,3,73,0,1346,125,39,1,1,24,3,0,40,22
1309,4,1.0,1.0,2.0,2,1,250,40,10.0,10.0,3.82,110.0,0,1,1,4,21,1,526,126,37,1,11,124,3,0,20,22
1310,6,1.0,2.0,3.0,1,19,213,43,9.0,10.0,3.34,82.0,0,46,1,3,73,0,1346,125,39,1,13,24,3,0,0,28
1311,6,1.5,2.0,2.0,2,2,59,7,10.0,10.0,0.9,80.0,0,1,1,3,0,1,807,99,28,1,1,124,3,0,50,22
1312,4,2.0,1.0,2.0,1,12,147,22,10.0,10.0,2.24,83.0,0,1,1,3,33,1,481,126,30,1,13,124,3,0,0,28
1313,3,1.0,1.0,2.0,1,3,0,0,10.0,10.0,1.46,103.0,0,1,1,3,46,0,248,178,30,1,11,122,3,0,0,22
1314,2,1.0,1.0,1.0,1,3,327,69,10.0,10.0,4.99,40.0,0,1,1,0,68,1,1396,126,39,1,13,126,3,0,0,26
1315,4,1.0,1.0,2.0,2,5,145,19,10.0,10.0,2.2,99.0,0,1,0,3,33,1,579,126,37,1,1,130,3,0,8,22
1316,2,1.0,1.0,1.0,1,2,262,52,10.0,10.0,3.97,70.0,0,1,1,3,9,0,686,126,36,1,1,143,3,2,0,22
1317,2,1.0,1.0,1.0,2,23,0,0,10.0,10.0,1.46,149.0,0,1,1,3,0,0,686,126,28,3,1,137,3,1,0,22
1318,2,1.0,1.0,1.0,2,24,0,0,10.0,10.0,1.46,119.0,0,1,1,3,0,0,686,126,28,3,1,137,3,1,26,20
1319,2,1.0,1.0,1.0,2,23,0,0,10.0,10.0,1.46,89.0,0,1,1,3,0,0,686,126,28,3,1,137,3,1,26,20
1320,2,1.0,1.0,1.0,2,23,0,0,10.0,10.0,1.46,149.0,0,1,1,3,0,0,686,126,28,3,1,137,3,1,26,20
1321,2,1.0,1.0,1.0,2,23,0,0,10.0,10.0,1.46,99.0,0,1,1,3,0,0,686,126,28,3,1,137,3,1,26,20
1322,4,1.0,1.0,2.0,2,20,1,0,10.0,10.0,0.04,259.0,0,1,1,3,0,0,686,126,28,3,1,137,3,1,26,20
1323,4,1.0,1.0,2.0,2,20,0,0,10.0,10.0,1.46,259.0,0,1,1,4,0,0,686,126,28,3,1,137,3,1,26,20
